sample_id,split,label,score_mean,score_t0.3,score_t0.5,score_t0.7,score_t0.9,z_t0.3,z_t0.5,z_t0.7,z_t0.9,z_overall
PfJ2CudpCgE_000663_ood,ood,anomaly,0.1797238737344741,0.3076032996177673,0.1860403269529342,0.1259567737579345,0.0992950722575187,-0.2160548325008992,-0.3683454577463861,-0.4023025053644468,-0.3082358956515633,-0.3209064692727915
Eq7_uD2yN5Y_000377_ood,ood,anomaly,0.5097123384475708,0.5923803448677063,0.4796141684055328,0.4027168750762939,0.5641379952430725,2.2959011294519516,2.802648841245801,3.3565339580857887,6.81000160863858,3.588636764746855
sUbP4j8rAic_002733_ood,ood,anomaly,0.2928028106689453,0.4485856294631958,0.3119706213474273,0.2166085988283157,0.1940463632345199,1.0275194298642776,0.991871936349408,0.8288915284926913,1.1427105631662229,1.0187979145960866
r6_ZhT7rmhM_000200_ood,ood,anomaly,0.123347207903862,0.2251308262348175,0.1257573813199997,0.079532191157341,0.0629684627056121,-0.9435264622085358,-1.019482752481674,-1.0328211857967704,-0.8645129125313539,-0.9888298545531998
HzVbo46kkBA_005648_ood,ood,anomaly,0.4160531163215637,0.6172143220901489,0.4658078551292419,0.3372043073177337,0.2439860254526138,2.514956204934477,2.6535219964540544,2.466770486645714,1.9074471203439796,2.47900774033647
88LcRU7uEFE_000370_ood,ood,anomaly,0.3053025305271148,0.4261328279972076,0.3209469318389892,0.2388582229614257,0.2352721691131591,0.8294681843520837,1.0888282225562715,1.1310763379764572,1.774010004416476,1.166888531160927
9Q0FCoNxL8I_000927_ood,ood,anomaly,0.0408894680440425,0.0820228084921836,0.0410195924341678,0.0246437881141901,0.0158716831356287,-2.2058509520787055,-1.9347654089221735,-1.7782918291313776,-1.5857158094436088,-1.9657491515407195
3tEZvtQZ18Q_005180_ood,ood,anomaly,0.1236573010683059,0.2465274035930633,0.1268592923879623,0.0732413306832313,0.0480011738836765,-0.7547919382820768,-1.007580623541245,-1.11826094255333,-1.093710156076687,-0.9851560211844442
3tEZvtQZ18Q_001364_ood,ood,anomaly,0.329681396484375,0.456061840057373,0.3348631262779236,0.2655600607395172,0.2622406184673309,1.0934654465398,1.239141932426273,1.493729195101876,2.186983544795364,1.4557175074681576
pQdl0apLT70_002510_ood,ood,anomaly,0.1869659572839737,0.3054304718971252,0.1906530857086181,0.13457852602005,0.1172017529606819,-0.2352208700667886,-0.3185214283147255,-0.2852055805284661,-0.0340271256439662,-0.2351057769189917
